Beat,Ward,Community Area,Day_sin,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Day Time_Afternoon,Day Time_Early Morning,Day Time_Morning,Day Time_Night,Domestic_tag,IUCR_freq,Primary_Type_freq,Location_Description_freq,FBI_Code_freq,Crime_District_freq,Nearest_Police_Station_District_freq,Nearest_Police_Station_District_Name_freq,X Coordinate_standardized,Y Coordinate_standardized,Latitude_standardized,Longitude_standardized,Distance Crime To Police Station_standardized,Arrest_tag
1723,33,14,0.4338837391175582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0748835399854362,0.2280521501461361,0.2733992359026025,0.2310895869285479,0.0306935730032219,0.0252521222156829,0.0252521222156829,-0.9266575558835644,1.3579025252742416,1.3587576128088008,-1.1484767568936507,-2.303137624568844,0
924,15,61,0.7818314824680298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0799658849464832,0.1797075282546459,0.1925355863898891,0.1492034833265169,0.0438707618031102,0.0432423266067492,0.0432423266067492,0.0321159032189196,-0.4096175590762381,-0.408710476050398,0.7463808703116109,1.0706544173784684,0
1414,35,22,-2.4492935982947064e-16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0588434797354587,0.0913774700994523,0.0353569611666949,0.0762650999012459,0.0383744476254127,0.0592973495994972,0.0592973495994972,-0.5850667545126459,0.9138869010345496,0.9144093959763332,-0.5528958433558775,-1.3881838327558935,0
1921,32,5,0.7818314824680298,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0628185817314885,0.0854671867051043,0.2733992359026025,0.0854671867051043,0.0526888048758591,0.0592973495994972,0.0592973495994972,-0.2962751091499446,1.0964730608954063,1.0955100511075038,-0.5528958433558775,0.6525431069941415,0
925,15,61,-0.7818314824680299,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0475665592674241,0.1117317878482578,0.1214376203253897,0.1117317878482578,0.0438707618031102,0.0432423266067492,0.0432423266067492,0.4361898179500295,-0.4158819949889827,-0.4165932588520186,0.7463808703116109,-0.2728356456375802,0
413,8,47,-2.4492935982947064e-16,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0475665592674241,0.1117317878482578,0.0151323205219004,0.1117317878482578,0.0537960478408762,0.0333968418637592,0.0333968418637592,1.195116004311131,-1.4341059393317224,-1.4359065410827525,1.954743852450942,0.94987978638998,0
1024,24,29,-0.9749279121818236,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0623098484772915,0.1797075282546459,0.2733992359026025,0.1492034833265169,0.0410029027720974,0.0421400712226555,0.0421400712226555,-0.7090460811207258,0.0613857612926015,0.0641547598656882,-0.7651985523210904,-2.0110338583064453,0
112,34,32,0.7818314824680298,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0623098484772915,0.1797075282546459,0.0243344073257588,0.1492034833265169,0.0557860926293529,0.0349978553402028,0.0349978553402028,0.743917609217547,0.4116563167976343,0.4079250454526152,0.8086142911600769,0.7467957320702711,0
624,8,69,-0.7818314824680299,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0799658849464832,0.1797075282546459,0.1925355863898891,0.1492034833265169,0.0577761374178296,0.0944747578529461,0.0944747578529461,1.1313992658105607,-1.0851642035657567,-1.087415661402328,1.228325543638219,-0.144874261868901,0
1533,28,25,0.9749279121818236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0623098484772915,0.1797075282546459,0.0013366716874981,0.1492034833265169,0.0338756496324152,0.0370776765853025,0.0370776765853025,-1.4298532506441193,0.3373689656707427,0.3421453303319177,-1.9270783254707584,-0.5324952574096322,0
