Beat,Ward,Community Area,X Coordinate,Y Coordinate,Latitude,Longitude,Distance Crime To Police Station,Day_sin,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Day Time_Afternoon,Day Time_Early Morning,Day Time_Morning,Day Time_Night,Domestic_tag,IUCR_freq,Primary_Type_freq,Location_Description_freq,FBI_Code_freq,Crime_District_freq,Nearest_Police_Station_District_freq,Nearest_Police_Station_District_Name_freq,Arrest_tag
2533,37,25,1143822.0,1908873.0,41.9059766,-87.76557448,7.6387210064469375,0.4338837391175582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0031521511436523,0.0661053975600754,0.2733992359026025,0.0730231723009705,0.0517062514339295,0.0503945176510488,0.0503945176510488,0
2433,48,77,1168161.0,1939837.0,41.990451892,-87.67132429,7.369059677292499,0.9749279121818236,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0128779339444782,0.0620105936218815,0.0040997915191173,0.0555915769733363,0.0338706620514917,0.0386437769952817,0.0386437769952817,0
821,14,57,1150424.0,1874895.0,41.812610526,-87.70886382,8.277809834950943,-2.4492935982947064e-16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0446737623317938,0.2280521501461361,0.0173767319374756,0.2310895869285479,0.067287454238945,0.0663348262825564,0.0663348262825564,0
1233,28,28,1165959.0,1893057.0,41.862132355,-87.65697251,6.6570207220254565,-0.433883739117558,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0599656854432463,0.1117317878482578,0.0340153018982733,0.1117317878482578,0.0624594759049965,0.0319155303294795,0.0319155303294795,0
832,16,66,1161560.0,1859007.0,41.768787739,-87.66088702,7.707031962947534,0.7818314824680298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0588434797354587,0.0913774700994523,0.2733992359026025,0.0762650999012459,0.067287454238945,0.042204909774661,0.042204909774661,0
1135,28,28,1160516.0,1896222.0,41.870931735,-87.70548813,7.39788462806669,-0.433883739117558,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0712974693014394,0.2280521501461361,0.2733992359026025,0.2310895869285479,0.0531476623208211,0.0565442049297249,0.0565442049297249,0
1915,46,3,1168850.0,1927939.0,41.957788487,-87.65151202,7.076329721786778,-0.7818314824680299,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0712974693014394,0.2280521501461361,0.0123741882712047,0.2310895869285479,0.0526888048758591,0.0481151931690091,0.0481151931690091,0
512,9,50,1184238.0,1836191.0,41.705677782,-87.60450587,7.293064630864659,0.4338837391175582,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0623098484772915,0.1797075282546459,0.2733992359026025,0.1492034833265169,0.0398008957695338,0.0359305329728974,0.0359305329728974,0
1915,46,3,1171215.0,1929505.0,41.96203391,-87.65151202,7.433497158637897,0.7818314824680298,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0628185817314885,0.0854671867051043,0.2733992359026025,0.0854671867051043,0.0526888048758591,0.0481151931690091,0.0481151931690091,0
813,13,65,1147797.0,1862177.0,41.777761082,-87.70886382,7.636518010198461,0.4338837391175582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0129078594300192,0.0854671867051043,0.2733992359026025,0.0854671867051043,0.067287454238945,0.0663348262825564,0.0663348262825564,0
1111,28,25,1144294.0,1902365.0,41.888109048,-87.76819989,7.640509465044261,0.9749279121818236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0030374367824117,0.0331075621701962,0.0340153018982733,0.2310895869285479,0.0531476623208211,0.0370776765853025,0.0370776765853025,0
421,7,43,1193543.0,1854043.0,41.754443092,-87.60574786,8.17256196579477,0.4338837391175582,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0038554000538658,0.1797075282546459,0.1925355863898891,0.0320452074334906,0.0537960478408762,0.0944747578529461,0.0944747578529461,0
2012,40,4,1161687.0,1935850.0,41.97964928,-87.69284451,6.91106332424906,0.7818314824680298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0748835399854362,0.2280521501461361,0.0070175263593651,0.2310895869285479,0.0220201697772546,0.0224391265748286,0.0224391265748286,0
1113,28,25,1144619.0,1901792.0,41.886530554,-87.76819989,7.651438124383384,0.4338837391175582,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0748835399854362,0.2280521501461361,0.0020498957595586,0.2310895869285479,0.0531476623208211,0.0370776765853025,0.0370776765853025,0
